Review,Star
,1 bintang
,2 bintang
,1 bintang
,5 bintang
,3 bintang
,5 bintang
,5 bintang
,5 bintang
,5 bintang
,5 bintang
,1 bintang
,1 bintang
,3 bintang
,2 bintang
,4 bintang
,5 bintang
,5 bintang
,5 bintang
,4 bintang
,5 bintang
,5 bintang
,1 bintang
,1 bintang
,4 bintang
,5 bintang
"Saya kesini dalam rangka pengurusan KTP. Agak kaget ternyata banyak sistem sudah berubah jadi sekalian taruh infonya di sini.
1) Pendaftaran untuk antrian lewat WhatsApp. Nomor telepon akurat bisa cek akun Instagram Disdukcapil Kab. …",4 bintang
"Pertama kali dtg kesini krn mau cetak ektp, by whatsapp 7hari kerja sebelumnya, datang di hari sesuai jadwal kecamatan yang telah ditentukan.
Buat kalian yang belum tau, kalau udah wa seminggu sebelumnya, simpen chat wa nya jgn dihapus krn …",3 bintang
Parah udah antri panjang pas udah sampe cetak ulang ktp beda daerah dialesin ga bisa ! Mlenceng dari peraturan kemendagri ! Sama² warga WNI tp dipersulit ! Bikin aja negara sendiri aja sono !,1 bintang
"Apresiasi pantas diberikan. Kartu Keluarga dan KTP sekaligus selesai kurang dari 14 hari kerja sejak dari RT, Kelurahan, Kecamatan hingga Dissukcapil. Tak ada gratifikasi diterapkan, semoga data² tetap aman.",4 bintang
"Pesan saya untuk warga yang mau ngurusin el-KTP yang hilang dikota perantauan please banget langsung aja cari petugas yang lebih mengerti
( jangan lupa bawa surat kehilangan dari Kepolisian setempat ) berkaca daripada kasus saya bolehlah …",3 bintang
"Open table didepan kantor Disduk ...
Yang minat/ Cari RUMAH MURAH, silahkan ambil brosurnya atau bisa kontak saya *YUNUS* : 085777993341",3 bintang
"Urus ktp rusak.
Gampang banget ngurus ktp skrg, tgl WA Aja untuk pendaftaran ktp rusak/pemula/hilang. Nomornya bisa dicek di web nya ya atau di IGnya jg ada. Nanti tggu balesan WA Aja, tggu 7 HARI KERJA  trus bisa lgsg diambil ke …",5 bintang
"Td nya mw kasih 0 bintang, tp masih ada petugas yang ramah dan g bisa 0 kecuali gak kasih rating lol. Proses disini kurang jelas harus kemana. Jadinya ga sedikit yg berseliweran tanya2. Bahkan nanya d loket yg bukan tempatnya. Operasional …",1 bintang
"Susah mendapatkan info yang lengkap terkait pengurusan dokumen walaupun sudah di lokasi, petugas ditanya jawabnya tidak informatif misalnya ""bisa dibaca di brosur"" atau ""ada nomornya di loket"". Tolong disediakan cs lah di lokasi agar yg mau …",1 bintang
"Saya melakukan pengajuan surat pindah datang di kab. Tangerang dengan cara online, infonya bakal diproses 3x24 jam sampai 14 hari kerj. Naming nyatanya Sudah 1 bulan belum Ada pemberitahuannya juga didn't email, dateng keep kecamatan …",1 bintang
Tolong bagi pemangku balai pelatihan ASN. Untuk para front officernya di latih dan di beri wawasan yang cukup luas tentang tekonogi. Karena metode cetak e-ktp saat ini menggunakan whastapp. Tolong di bekali wawasan tentang jenis print out …,1 bintang
"Pengalaman saya merubah tanda tangan Ektp.
1. Datang ke kecamatan untuk meminta surat pengantar, beritahu bahwa akan merubah tanda tangan pada Ektp.
2. Datang ke Disdukcapil kab.tangerang dengan membawa surat pengantar dari kecamatan dan …",4 bintang
"Sekarang urus dokumen kependudukan sudah nyaman,ga ada calo, proses online,cepat dan mudah.informasi jelas dan tanpa biaya...the best",5 bintang
"Kepengurusan e-KTP untuk pencetakan fisik setelah perekaman data di kecamatan, ambil nomer antrian sesuai jadwal giliran masing2 kecamatan, seperti cisauk pd hari selasa, berkas registrasi di berikan k petugas slanjutnya d tukar nomer antri …",5 bintang
Tertib sih. Cuma kalau bisa di sebar ke tiap kecamatan atau kelurahan pasti lebih baik dan jauh mengurangi penumpukan orang.,3 bintang
"Pelayanan cukup memuaskan.
Lewat jalir online.
Perlu ditingkatkan lebih baik lagi dalam peforma chat whatsapp",5 bintang
"Saya dari 2017 KTP ga jadi-jadi tetap Resi aja hasilnya di perpanjang terus dan saya perlu izin kerja dan jalan jauh ke DisDukCaPil ini saya merasakan sulit untuk memiliki EKTP sya belum bisa ke DisDukCaPil hingga 01/02/2021 saat ini.
Ini …",2 bintang
"Sudah mengajukan surat pindah secara online sebulan lebih tapi belum ada tanggapan. Padahal katanya 14 hari akan ada balasan, dihubungi melalui WA chat tidak bisa telepon kantor tidak pernah terhubung. Terus harus bagaimana....",1 bintang
"Udah 3 hari saya mau mengganti ktp rusak melalui kanal Whatsapp dukcapil tapi tidak ada jawaban atau respon sama sekali, jika memang membuka kanal administrasi tolong segera direspon, giliran datang ke kantornya disuruh melalui whatsapp, giliran udah whatsapp malah gak ada respon sama sekali",1 bintang
Masa pademic begini mau cetak KTP sangat tidak nyaman dengan sistem antrian yang berjarak sangat dekat dan ramai . Semoga bisa di perbaharui protokol lebih ketat agar menhindari penularan dan keselamatan para masyarakat. Dan untuk petugas …,2 bintang
Pelayan buruk tidak ramah dan sangat mengecewakan gimnaa ga banyak pungli klo ngurus sendiri aja sulit sangat di sayangkan pemkab diam saja,1 bintang
"Update NIK mesti ke Dukcapil,bila ada tidak kesesuaian data atau foto yg tidak terlihat saat data tersebut dibutuhkan untuk buat data buat Tabungan baru dll.",5 bintang
Karena pelayanan terjadwal sesuai kecamatan masing-masing jadi ga terlalu penuh antrian,4 bintang
"Terimakasih, petugas pelayanan pengurusan KK Ramah,pengambilan KK hanya menunjukan sms WA saja, good jobs",5 bintang
"1. Nomer tidak dapat di hubungi
2. Nomer NIK blm di aktif padahal sudah dapat E-KTP
3. Jadwal berubah-berubah",1 bintang
"Untuk tempat saya suka.
cuma untuk pelayanan, saya mendapatkan pengalaman yg kurang menyenangkan",4 bintang
"Masih banyak yg harus di perbaikin sistem kerjanya, tapi sekarang lebih terbuka setelah kejadian ketangkep ketua dpr ri dulu tentang e ktp.",3 bintang
Entah kenapa setiap gedung pelayanan pemerintah begini selalu ada aja pelayanan yang ga ramah. Akses parkirannya juga jauh kalo parkie didepan. Tapi sisanya oke oke aja,3 bintang
"Sangat mengecewakan buat surat keterangan aja, perlu 3x datang. Dijanjikan 5 hari sejak submit berkas, pas mau diambil masih belum jadi, bayangkan orang kerja perlu 3x izin dan harus datang jauh2 cuma dapet kecewa aja",1 bintang
Alhamdulillah mudah bikin baru KTP yg rusak dgn catatan harus memenuhi persyaratan yg berlaku. FYI buat yg mau urus ktp langsung aja kebagian belakang gedung buat ambil no. Antrian.,5 bintang
"Pelayanan jelek. Jika tidak bisa online jangan menyuruh /membuat selebaran online. Sy sudah dftr dr tgl 11 desember 2019. Bayangkan sampai sekarang 7 jan 2021 tidak ada balasan email/wa.
Hari ini sy sudah memberikan berkas utk dpt wa pindah …",1 bintang
"Apapun urusannya 14 hari kerja....
Kerjanya PNS lhooo bukan karyawan swasta....",1 bintang
"Pelayanan sangat BURUK. ALUR PROSES tidak jelas. Sistemnya dibuat dalam bentuk loket, tapi tidak ada nomor antrian. Sikap PNS dibagian depan setengah niat menjelaskan, alhasil cm untuk legalisir akta yang seharusnya langsung ke ruang arsip …",1 bintang
Pelayanannya sudah mulai membaik. Parkir motor 3 rebu ampe tepar.,5 bintang
Pelayan publik setiap hari rame. Harus antri dan mematuhi protokol kesehatan.,5 bintang
"Pelayanan yg ramah dan cepat,tempat nya bersih",4 bintang
"Siapapun yg membuat susah rakyat dlm pengurusan ektp semoga Alloh beri hidayah, jika memang sdh tertutup buat hidayah semoga azab segera datang buat staff yg mempersulit warganya",1 bintang
Ok...banget....da ga ada pungli...aku suka.👍👍👍👍👍,5 bintang
"BUPATI ZAKI MENDING LU MUNDUR AJA!! SISTEM BIROKRASI DI TANGERANG BURUK SEMENJAK LU JABAT!! BIKIN E KTP GAK JADI"". BAPAK SAMA ANAK SAMA NYA BIKIN TANGERANG GAK MAJU!!!!!!",1 bintang
Ngurus dokumen gratiss tiss.. sejalan dengan komitmen pemkab tangerang,5 bintang
Mbo AC nya di buat... gerah tempatnya,3 bintang
Dukcapil sini pelayanannya kayak gk ikhlas. Gk becus. E-ktp gak terbit2 udh bertahun-tahun. Ngorbanin waktu dan biaya cuma dapet suke/resi yg berlakunya cuma sampai 6 bulan. Di kampung ortu gua di luar jabodetabek malah cepet jadinya. Di sini di-PHP-in mulu. Nyesel jadi warga kabupaten sini.,1 bintang
"55 tahun merdeka tapi pelayanan kayak jaman penjajahan.
Ga ada social distancing di antrian masuk, pas di dalam gedung make speaker suara ga kedengaran, kalah sama speaker emak2 senam pagi tiap hari Minggu",1 bintang
"Pelayanannya rumit sekali, bertele-tele. Buat apa daftar via whatsapp tapi gak ada balasan, dan kita tetep harus datang buat tau proses selanjutnya. Kalo gak datang ya gak bakal tau, pas udah datang baru dikasih tau ada jadwal perkecamatan, …",1 bintang
Kantor urusan srt menyurat hal kependudukan d tingkat kabupaten tangerang,4 bintang
"Maap mau tanya kantor disdukcapil bukalavi hari apa, untuk apdet kk apa prosesnya cepat",2 bintang
Mntap dan cepat,5 bintang
Pelayanannya bagus. Tidak ada calo.. congrats Pemda Tangerang..,4 bintang
"sekarang sistem onlen jadi gk ribet dan antri paniang, bagus buat masa depan",5 bintang
"So far ini dukcapil yg ga jelas arahannya, jd bingung harus kemana-kemananya menurutku. Saat awal masuk hanya disuruh ke aula besar tempat menunggu, disana kurang petugas dan kurang petunjuk jd buat bingung dan kelihatan ga tertib. Di ruang arsip, petugasnya banyak yg merokok, it doesn't look like ruang arsip tapi lebih kyk smoking area.",2 bintang
Ngantri buat KTP,5 bintang
Nyaman dan memuaskan pelayanan petugas nya ramah simpatik pada semua orang,5 bintang
"Bersih rapih dan pelayanan ramah, mantab lokasi disana",5 bintang
"Aslkum, mau bertanya, jika tdk ada surat keterangan nikah kk ortu asli/fotokopi, surat pengantar, bisa tidak ya, dan jika ingin merubah status data kpt menjadi seumur hidup serta status pekerjaan bisa sehari tidak yaaa, thnks waslam",5 bintang
"ambil KTP cepet ga terlalu antri,karna dibagi perwilayah,untuk kecamatan cisauk jadwalnya hari selasa.",5 bintang
"Maaf, sedikit terganggu dg oknum juru parkir yg jaga.",3 bintang
"Lambat pelayananya,,lama gk jadinya",1 bintang
Pelayanannya kurang memuaskan.  Ada aturan online tpi tetap saja lama dan susah ngurusnya.  Mending manual saja,1 bintang
Serba lelet serba sulit tdk gesit dlm pelayanan yg begitu sulit baik via online,1 bintang
"Legalisir Akta Kelahiran:
Pelayanan Disdukcapil Kabupaten Tangerang ramah meskipun pas datang orangnya nggak ada dan harus nunggu lama, setelah orangnya ada ternyata masih harus cek berkas..
Setelah selesai baru bisa legalisir, meskipun …",5 bintang
"Mantaf..
Pelayanan KTP super cepat, hanya butuh waktu gk lebih 1/2 jam. Yg penting 2 minggu sebelumnya sudah kirim registrasi lewat WA",5 bintang
Layanan online mantap udah coba pindah KTP dari jakarta ke kab Tangerang ajib. Ambil surat pindah cukup ke kelurahan jadi di tangerang disdukcapil cukup WA online langsung proses suruh ke kecamatan aja ajib ajib kecamatan langsung proses.,5 bintang
"pelayananan dukcapil terburuk, dulu saya tinggal di depok pelayanan jauh lebih baik,  pas saya pindah ke tigaraksa kab tangerang. serba lambat dan pelayanan terkesan masa bodo dan tidak ada kejelasan. dari pembuatan KTP, Update kartu …",1 bintang
"Terima kasih Disdukcapil,
Saya sangat senang atas pelayanannya.
Petugas nya ramah ramah",5 bintang
Sekarg bikin KK lebih cepat lewat WA,5 bintang
"Salah satu pegawai disdukcapil kabupaten Tangerang yg tidak melayani dengan baik alias tidak sopan, ibu"" lansia ingin ngurus dimentahin gitu aja tanpa solusi... buruk pelayanannya",1 bintang
"Kotor,proses lama dan bertele"". Kurang adanya arahan harus kmna urus"" nya.",1 bintang
Dinas Kependudukan dan Catatan Sipil kab. Tangerang terletak di komplek pemerintahan daerah Kab. Tangerang. Pagi tadi senin 4 feb 19 sekitar pukul 9n saya sudah sampai di sini untu pengajuan pembuatan Kartu Identitas Anak (KIA). Cukup Kaget …,5 bintang
"Coba pembuatan ktp dialihkan ke kecamatan,  jd tdk perlu antri... biar efektik dan efisen waktu,  ksh yg jaraknya jauh",5 bintang
"tunjukin w a, ngantri bentar. nggu panggilan di aula dlm. ktpel & kk dicetak, tq Disdukcapil kab tgrng. kalian luar biasa",5 bintang
waktu ngurus kia alhamdulillah gak begitu rame petugas ramah dan cepat,4 bintang
"informasi pelayanan dokumen kependudukan tidak sampai pada level RT RW,
koordinasi dengan kecamatan juga kurang.",2 bintang
Saran aja dah : harusnya dengan pandemi ini pembuatan KTP. KK dan akte dengan online lebih memudahkan masyarakat dengan cukup mengambil dikecamatan tidak perlu ke Tigaraksa,3 bintang
pelayanan termasuk ramah dan  tempatnya luas,5 bintang
Parkir luas,5 bintang
Tempat pemerintahan,5 bintang
apakah ada jalur cepat/dalam ya buat bikin  KTP? kalau ada bisa infokan kontaknya ya...,1 bintang
"Ga da nomor antrian,
Dan pendaftaran,
Bagaimana cara memanggil kita?
Ketika Petugasnya datang baru rebutan serahkan berkasnya
Heddeeeuuuuuh,
Gmn bisa antri kalau kaya gini mampet bangeeeet.
Security aja ga da yng arahin
Dan satu lagi buat …",2 bintang
"Sangat tidak ramah
Pelayanannya buruk banget",1 bintang
"Palayanan yg baik, jelas, ramah dan g ribet",5 bintang
"Pelayanan ruwet, tidak flexible..",1 bintang
"Pelayanannya cukup tegas juga, ga ada toleransinya bagi yg berdomisili jauh dr Tigaraksa.",4 bintang
"Tempat nyaman bersih, pelayanan baik",5 bintang
"Mohon dengan sangat kinerja kerja nya lebih ditingkatkan lagi , antri berjamjam tau nya e-ktp belum jadi.  Katanya nunggu 14 hari kerja , tp udah berbulan-bulan ga jadi terus.",2 bintang
Bagus tempat nyw,5 bintang
Jangan lupa terapkan protokol kesehatan ya Gaes...,5 bintang
"mohon maaf sebelumnya, tetapi pengajuan pembuatan ktp baru SANGAT lambat.  Langkah langkah seperti di website untuk pengajuan online sudah dilakukan, tetapi tidak ada tindak lanjut. Bertanya via WA dari bulan Juli hingga sekarang September belum direspon juga. Sungguh LAMBAT, MEMPERSULIT DAN MENGHAMBAT.",1 bintang
Selalu ngantri..😂😀,5 bintang
"Mayan lah, perlu 14 hari kerja atau lebih cuman buat ngurus surat pindah, harus ditingkatkan pelayanannya.",2 bintang
Pelyanannya kurang ramah,5 bintang
Lumayan pelayanan nya...cuma kita.hrs sedikit galak...sma orang pelayanan nya..,4 bintang
"Awak saya kesini terlihat berantakan tidak teraratur,, alhamdulilah sekarang tertata rapih, pelayanan yang ramah,senyum sapa yg sopan, fasilitas baik. Trimakasih",5 bintang
"Datang ngurus rekomendasi untuk pembaruan akte, saya domisili Kota Tangerang. Diminta datang ke bagian arsip. Untuk pelayanannya cepat asalkan berkas sudah lengkap semua. Sekitar 1,5 jam selesai dibuatkan surat Berita Acara Penelitian Register.",5 bintang
Pelayanan cepat,5 bintang
"Menurut saya sendiri pelayanannya kurang memuaskan, atau mungkin karena status yang melayani nya adalah PNS.
sehingga merasa sombong dan memberikan informasi kepada pengunjung dengan cara yang kurang tepat..
Mungkin menurut saya untuk …",3 bintang
Mantap nih layanan on line disdukcapil kab Tangerang responnya cepat WA jam kerja cepat dibalas . Cerita urus surat pindah KTP  begitu WA foto SKPWNI langsung proses lanjut suruh ke kecamatan. Kecamatan udah paham jadi prosesnya cepat ngk nunggu 14 hari,5 bintang
"Kantor pelayanan terpadu untuk urusan kependudukan,bapenda dng pelayanan yg baik",4 bintang
"Pelayanan buruk, gak ramah",2 bintang
"Maaf dengan sangat....untuk disduk kab. Tangerang agar lebih serius lagi dalam bekerja (amanah).....jangan sampai orang2 biasa seperti kami dalam mengurus ktp, kk, akte dll harus menunggu sampai berbulan bulan lamanya......tolong lah kami....🙏orang biasa seperti kami juga kan harus dilayani dgan baik....",1 bintang
Urus surat pindah via wa sma saja no respon tolong diperbaiki !!!,1 bintang
"Tempatnya Luas, Pelayanannya bagus dengan loket"" yang berjejer rapi",5 bintang
"Mau urus pembukaan bayar PBB dari tanggal 20 april gak kelar2.
Mau urus cetak ulang KK disuruh ke kecamatan buat cek cetak ulangnya padahal gak ada resi/nomor acuan buat ambilnya. Sampai di kecamatan pasar kemis bilangnya tidak ada dan …",1 bintang
Pengajuan KK melalui WA sangat buruk. Sudah mengikuti prosedur. Sudah 3 minggu tidak direspon sama sekali. Hampir setiap hari saya WA dengan format pengajuan tetap saja tidak direspon. Untuk petugas kerja lah dengan amanah dan bertanggung jawab. Mohon Pak Bupati Tangerang untuk menindaklanjuti ini.,1 bintang
"Alhamdulillah lancar pengurusan skpdwni
sukses buat jajaran disducapil👍",5 bintang
Pengambilan KTP bareng si kakak.,5 bintang
kosong gada orang,1 bintang
Lumayan Ramai dan padat antriannya,3 bintang
Proses cetak ektp lumayan cepat,5 bintang
Blm perna ke sini si cuma mau tanya aja kenapa jaman skrg masih ada aja pungli di kantor² kelurahan bikin ktp yg hilang dan ganti ktp baru karna sudah buram masa sekdes bilang mesti bayar 1ktp 150rb 2 ktp 300rb sy lapor ke lurah tp lurah …,2 bintang
"Tempat yang Luas dan Nyaman
Di sebelah ada Spot Danau dan Pancuran
Lumayan buat Refresh mata sembari menunggu Penatnya Antrian.
Tempat parkir yang cukup Luas
Mudah di Akses
_Semoga Pelayanan Semakin Prima ke Depan Maju Kab tangerang_",5 bintang
"Katanya bisa urus online harus di WA ehh udah 1 bulan sama sekalo ga di respon ,padahal wa nya online , selalu lelet kalo urusan apa2 sama kabupaten aja makanya saya mau pindahin berkas saya ke kota tangerang jauh lebih baik&cepet kalo soal …",1 bintang
"Pelayanan umumnya buruk terutama dalam hal pembuatan e-KTP banyak yang bertahun-tahun belum tercetak
Ini birokrasi apa tempat kumpulan calo
Gimana mau maju kalau SDMnya dunia percaloan terus
Mending pasang tarif saja sekalian untuk setiap pembuatan dokumen biar jangan ada alasan begini begitu",1 bintang
Biar antrinan mepek tapi pelayanan tidak mengecewakan ☺,5 bintang
Pelayanan oke,5 bintang
Wa gak ada respon. Malah cuma ceklis satu..gimna kali.,1 bintang
"Gimana ini orang dupcpil...
Mau nagmbil KTP ga boleh dateng suruh via Wa..
Tapi giliran di WA gak ad respon sama sekali...
Dari sblum lebaran ga ad respon sama sekali...
Apa saya harus datang dan complain kesana",1 bintang
"Ngasih info kaga jelas, selama pandemi ini katanya pelayanan surat pengantar keterangan pindah via whatsapp dan kata orang kecamatan kelapa dua jika sudah jadi bisa diambil di kecamatan kelapa dua eh kata orang dukcapil nya disuruh ambil ke …",1 bintang
"Aku cuma bisa ngelus dada. Pas aku kesana ada tulisan sehari cuma menyediakan 50 blanko e-ktp. Padahal melayani lebih dari 35 kecamatan. Dari situ aja udah ngga masuk akal. Kasian ibu2 tua yg udah jauh2 dateng tp ngga kebagian, krna udah …",1 bintang
"Sistem pelayanannya membingungkan,informasi kurang jls.",4 bintang
Pelayanan prima,5 bintang
Kurang pelayanan,3 bintang
Pelayanan cepat,5 bintang
informasi cukup jelas,4 bintang
Disduk capil terparah. Pas korona disuruh lewat WA buat layanan tp ga ada respon sama sekali,1 bintang
"Pelayanan biasa aja, antri bejibun",5 bintang
"antrinya puanjang banget.. tp pelayanannya tak sebanding dg yg mau dilayani... mungkin jam buka nya bs lebih awal atau loketnya ditambah atau sistem antrianya diperbaiki atau pegawainya ditambah atau diadakan booking online atau diperbaiki lagi sistem pelayanannya biar bisa cepet, ga ribet & gratis... 😁",2 bintang
Pelayanan bagus... Tolong kebersihan lebih ditingkatkan,4 bintang
"Pelayanan yang sangat lamban, situasi sedang corona sperti ini semua dipindahkan melalui WA semakin memperburuk kualitas pelayanan disdukcapil kab.Tangerang, saya sudah WA berkali-kali dengan arogan hanya dibaca saja.
Tidak ada respon baik …",1 bintang
"Urusan di sini nggak mudah..., serba nggak jelas",2 bintang
Lumayan antri tapi prosesnya cepat...goodlah...,4 bintang
Tempatnya adem di dekat danau buatan.,5 bintang
Terlalu menggema jadi suaranya tidak jelas,4 bintang
Pelayanan ramah dan cepat,4 bintang
Sudah aman terkendali. Tidak sembrawutan,4 bintang
Percumah di sediakan nomer telpon kalau saat di telpon tapi tidak di angkat2,1 bintang
Selama ini pelayanan cepat,5 bintang
Saya mau urus KK dan akta lahir anak aja susah. Padahal semua dokumen lengkap. Informasi dari satu instansi ke instansi lain ga sinkron. Bapak ibu dg penuh hormat apakah sudah memiliki kapasitas untuk bekerja melayani masyarakat?????????? …,1 bintang
"Ini dinas ada orangnya apa engga sih..ga usah cantum nomor telepon kalau ga ada orang atau ga mau angkat, pelayan masyarakat apaan begitu..ditlpon pagi, siang, sore bahkan dengan hari berbeda tetap aja ga ada yg jawab..keterlaluan",1 bintang
"Pertahankan rapor merah nya, Pak/Bu...
Dalam rangka HUT kab. Tangerang 24-27 Des 2019, 2000 keping KTP tersedia.
Saya urus pengganti KTP hilang, di Kecamatan Teluknaga bilangnya blanko habis. Sampai kapan pakai SUKET?
Dalilnya, selalu …",1 bintang
Aman terkendali.layanan lebih bagus,5 bintang
Pembuatan KTP elektronik masih banyak yang belom terakomdir masih banyak kendala...paling diminan Blanko kosong...kok bisa berapa sih ongkos cetak blanko...seindonesiah masalahnya sama....menandakan ada yang tidak berez,3 bintang
Slow...slow...slow...respon...parah bgt,1 bintang
"Tempat paling cocok buat kalian yang mau buang waktu dan tidak produktif, antrian lama ga jelas, sebagian kecil aja yang kerja, kebanyakan leha leha!
Banner Gede gede di larang merokok tp gedung semua bau rokok, petugas pada ngerokok. Buat …",1 bintang
"Bobrok!!!
Mental dan akhlak PNS yang korup membudaya turun temurun, sehingga PNS yang peduli akan kejujuran dan memiliki integritas tersisihkan karena tidak mampu melawan arus mental korup.
Perbaikan sistem tidak signifikan, inovasi dan …",1 bintang
"Kudu pembenahan masal ini mah
Biar krja nya maksimal. Banyak gaya bukan banyak krja.",1 bintang
Setiap ke sini bawaanya kaya pengen marah aja,1 bintang
Harus perhatikan jadwal pelayanan masing² wilayah kecamatan dan harus teliti karena pengalaman saya banyak salahnya.,2 bintang
Ga ada yg bisa kerja,1 bintang
Layanan masyarakat,5 bintang
Mengadakan konsolodasi data dukcapil via WA tapi no respon......gak konsisten,1 bintang
Lumayan mantap pelayanannya.,4 bintang
Sungguh sejuk dipagi hari dan tertata rapi,5 bintang
cepat tanggap,5 bintang
"Pelayanan kurang ramah, khas pns. Antrian luar biasa yang seharusnya bisa diurai di masing2 kecamatan. Semoga kedepannya lebih tertata lagi.",3 bintang
"Dari 2017 ktp kaga jadi2
Yg pake calo langsung jadi 😑😑
SURAM",1 bintang
"Maf .pak.bu
Saya mau tanya.
No Nik.saya tidak terbaca dan.dimn saya mau.melaporkan.
Kenapa No Nik.saya tidak bisa dicek.
No Nik salah juga",1 bintang
Pelayanan sangat lama bisa lenih dari sebulan yg seharusnya 14 hari kerja,1 bintang
Petugasnya banyak pelayanannya kurang memuaskan... Ditanya sama warga yang tidak tahu prosedur pembuatan berkas jawabnya agak sedikit nge'GAS,1 bintang
"Disaat pandemick ini,kurangnya arahan untuk online.",5 bintang
"Pengunjung yg membutuhkan pelayanan masuk dari balik gedung, I uga informasi yg disajikan juga sangat minim shg membingungkan",2 bintang
"Ribet Krn petunjuk masih kurang.
Sudah ada seleksi pengunjung dikantor ini tetapi di dalam gedung masih byk yg bingung, karena tidak ada petunjuk yg jelas. Tempat nyaman krn di pinggir atau samping ada kolam / waduk.",2 bintang
Buat KTP aja 3 tahun belom jaminan jadi,2 bintang
Pelayanan publik sangat tidak maksimal. Bikin ektp sampai 2 tahun lebih masih aja belum dapat ektp nya.,1 bintang
Pelayanan nya ancur abisss.....  e-KTP gk jadi jadi 2 tahun lebih..... Bahkan mau 3 tahun.,1 bintang
"Gedungnya bagus... tempat duduk cukup banyak.
Tapi...
Urus pindah alamat dan bikin kk ktp baru sangat lama fan melelahkan.
Total proses saya sampai sebulan karena harus bolak balik sana sini.
Untuk cetak KTP dan KK quotanya dibatasi hari …",1 bintang
Pelayanan sudah lumayan oke. Cuma tidak kesesuaian loket dan ketersediaan petugas perlu ditingkatkan.,4 bintang
Udah kirim lewat kontak wa blum juga di balas,5 bintang
Pas urus pindah offline 2 hari.  Tgl 7 dateng jam 14:30 cuman naro berkas Kata petugas sudah sore. Eh tgl 8 dateng ofline. Suek.,2 bintang
Datang saja sendiri.,5 bintang
"E-ktp dari 2 tahun lalu ga jadi jadi. Alasannya ganti ganti mulai dari blanko ga ada, kartunya habis dll. Warga terpaksa harus perpanjang resi 6 bulan sekali, udah tau kantornya diujung bumi. Ga bisa apa kerjanya dimaksimalin? Emang ga cape dikomplain terus setiap hari sama warga? Kalo bisa ngasih bintang nol gw kasih deh.",1 bintang
Buruk,1 bintang
Proses SANGAT Lambat,1 bintang
"Dulu pernah nunggu lama sampe ketiduran di aula tengah tempat Antrean, ehh pas namanya disebut cuma dapet resi doang.. Ngakak 🤣 kyaknya mesti bayar ke calo pemdes kalo mau cepet dicetak ulang ktp'y 😂",1 bintang
Yg rumahnya jauh datang pagi biar dapat nomor antrian kecil,4 bintang
"Sekarang manajemen sudah semakin baik, sistem antrian dan fasilitas umum nya",5 bintang
Pelayanan via online,5 bintang
"Udah jauh"" dtng dari teluknaga eeeh jadwalnya hari rabu, knpa kok di jadwalin c perkecamatan, harusnya siapapun yg dtng dari kecamatan manapun hari di layanin, gk harus nunggu jadwal, karena gk semua orang tau jadwal nya, udah ngantri nya …",1 bintang
Bagus,5 bintang
Protokol terjaga baik,4 bintang
Mau  bikin  kia  persyaratanny apa  saja & byr  brp,1 bintang
Parah pelayanannya,1 bintang
Birokrasi +62... Belum buka antrinya sudah mengular,1 bintang
"Mau bikin ktp'kk'akte aja lama bener ngabisin waktu, waktu habis pake kegiatan yang gak produktif",1 bintang
Pelayanan kurang maximal...masih banyak yg perlu di perbaiki,1 bintang
Suasana yang menyenangkan,5 bintang
"Pelayanan buruk,,, print e-KTP 4 bulan belum jadi, ada yang 6 bulan lebih lagi,, kerjone opo,,,,",1 bintang
"Pelayannya masih kurang ramah,  padahal ada banner suruh ramah. Juga kurang informatif.",3 bintang
"Tempat yang sangat recommended buat mengabiskan uang, karena waktu = uang",1 bintang
Pusat informasi dan pelayanan terpisah-pisah. Membuat repot bagi yg blm pernah berurusan di Disdukcapil ini.,3 bintang
Pelayanan harus lebih di maksimalkan,3 bintang
temenin teman urus ktp,5 bintang
"cma sekedar unek2 aja,, pelayanan jauh banget sama disdukcapil tangerang selatan,, bintang 1 aja dah,, sangat buruk tidak tertata rapi alur porses pelayannya repot deh kalo yg emak2 bawa anak siap2 jaga telinga antrian tanpa nomor, cma menang gedung nya aja yg megah,,
mohon di perbaiki lagi pelayanannya",1 bintang
"Ngantri nyh terlalu panjang ,pelayanan nyh kurang memuaskan udh ngantri panjang nunggu nyh lma pegawai nyh lelet banget 😁",4 bintang
"Dua bintang untuk gedung megahnya dan mushola, dan akses toilet. Luas untuk memuat 500 orang juga cukup
Minus tiga bintang lagi untuk kecepatan pelayanan, kejelasan lama pengurusan, terakhir feedback dari pengunjung rata rata tidak puas karena lama.
Mungkin bisa dibantu oleh teman teman ASN agar masukan ini bisa ditingkatkan lagi.",2 bintang
"Buruk pelayanan nya..  G ada informasi yg jelas..  Mohon pihak terkait agak di dengar keluh kesan warga nya.. Mungkin yg bilang bagus itu karyawan nya..
😬😬😬😬👎👎👎",1 bintang
"Pelayanan parah KTP udah 1 tahun lebih belum jadi. Selalu alasan blangko habis. Sudah tahu tempat berada diujung dunia. Mbok ya pelayanan kartu jangan sampai di hari yang berbeda suruh Dateng lg. Kasian kami sudah dipotong gaji berhari hari dr kantor hanya untuk hal begini.
Not recommended for apply anything on this place anymore",1 bintang
ngantri.. nya..!! ammmmppuuuunnn..!!,3 bintang
Pelayananya ok cuma kurang cepat aja,5 bintang
